Time,VIB57,VIB58,VIB59
08:17:00:009,0.3648,0.7054,1.5058
08:17:00:013,0.342,0.7002,1.487
08:17:00:017,0.3632,0.695,1.4738
08:17:00:021,0.3368,0.6946,1.4738
08:17:00:025,0.34,0.7006,1.4942
08:17:00:029,0.3616,0.7258,1.4602
08:17:00:033,0.368,0.7366,1.4742
08:17:00:037,0.3516,0.7442,1.5242
08:17:00:041,0.342,0.7466,1.5146
08:17:00:044,0.3668,0.7518,1.517
08:17:00:048,0.362,0.7502,1.4926
08:17:00:052,0.342,0.7518,1.5186
08:17:00:056,0.3464,0.7462,1.5126
08:17:00:060,0.3476,0.7538,1.511
08:17:00:064,0.3448,0.7702,1.5358
08:17:00:068,0.3604,0.7598,1.539
08:17:00:072,0.3628,0.741,1.5338
08:17:00:076,0.358,0.7666,1.5178
08:17:00:080,0.3616,0.7546,1.4806
08:17:00:083,0.356,0.751,1.5282
08:17:00:087,0.3448,0.771,1.499
08:17:00:091,0.3592,0.7726,1.513
08:17:00:095,0.354,0.7726,1.5386
08:17:00:099,0.3688,0.7678,1.533
08:17:00:103,0.37,0.7694,1.553
08:17:00:107,0.3564,0.7758,1.559
08:17:00:111,0.3296,0.7402,1.549
08:17:00:115,0.3728,0.7222,1.5366
08:17:00:119,0.3652,0.713,1.5318
08:17:00:123,0.3432,0.7254,1.5574
08:17:00:126,0.372,0.709,1.543
08:17:00:130,0.3456,0.723,1.5346
08:17:00:134,0.3264,0.7102,1.5502
08:17:00:138,0.3688,0.7062,1.515
08:17:00:142,0.3668,0.7038,1.5258
08:17:00:146,0.3676,0.7226,1.5358
08:17:00:150,0.346,0.7102,1.5254
08:17:00:154,0.346,0.7082,1.5274
08:17:00:158,0.362,0.715,1.5542
08:17:00:162,0.3364,0.7222,1.561
08:17:00:166,0.348,0.7134,1.559
08:17:00:169,0.3656,0.7106,1.5302
08:17:00:173,0.35,0.7246,1.5138
08:17:00:177,0.358,0.6942,1.521
08:17:00:181,0.358,0.7178,1.5002
08:17:00:185,0.3636,0.7174,1.4746
08:17:00:189,0.3732,0.7398,1.467
08:17:00:193,0.3492,0.7318,1.4994
08:17:00:197,0.3676,0.7406,1.4778
08:17:00:201,0.3648,0.727,1.477
08:17:00:205,0.3728,0.7374,1.4962
08:17:00:208,0.356,0.7382,1.4894
08:17:00:212,0.352,0.7446,1.5106
08:17:00:216,0.3632,0.755,1.4738
08:17:00:220,0.3564,0.7582,1.5006
08:17:00:224,0.3348,0.779,1.477
08:17:00:228,0.362,0.775,1.4938
08:17:00:232,0.3572,0.7886,1.4822
08:17:00:236,0.3292,0.7866,1.5142
08:17:00:240,0.344,0.7766,1.4798
08:17:00:244,0.3464,0.7982,1.5294
08:17:00:248,0.3252,0.7962,1.4886
08:17:00:251,0.344,0.7938,1.5538
08:17:00:255,0.3324,0.7958,1.4974
08:17:00:259,0.3336,0.7994,1.5346
08:17:00:263,0.3588,0.7878,1.5486
08:17:00:267,0.3572,0.777,1.561
08:17:00:271,0.3344,0.7866,1.5794
08:17:00:275,0.3564,0.7806,1.5498
08:17:00:279,0.3608,0.7614,1.579
08:17:00:283,0.3416,0.7722,1.549
08:17:00:287,0.3456,0.7742,1.5662
08:17:00:291,0.3428,0.7646,1.5574
08:17:00:294,0.3532,0.7474,1.611
08:17:00:298,0.3368,0.7498,1.5566
08:17:00:302,0.364,0.7354,1.6114
08:17:00:306,0.3768,0.7586,1.5862
08:17:00:310,0.3672,0.7334,1.6154
08:17:00:314,0.3428,0.763,1.6018
08:17:00:318,0.3584,0.7498,1.6154
08:17:00:322,0.36,0.7518,1.5942
08:17:00:326,0.366,0.7354,1.607
08:17:00:330,0.3632,0.7314,1.5958
08:17:00:333,0.3548,0.7542,1.5722
08:17:00:337,0.3648,0.7418,1.5506
08:17:00:341,0.3548,0.7566,1.5598
08:17:00:345,0.3632,0.7686,1.5278
08:17:00:349,0.378,0.7774,1.5802
08:17:00:353,0.3744,0.7654,1.567
08:17:00:357,0.3492,0.7718,1.5646
08:17:00:361,0.3504,0.7734,1.5426
08:17:00:365,0.3556,0.7826,1.5494
08:17:00:369,0.3588,0.7614,1.5554
08:17:00:373,0.372,0.7622,1.5246
08:17:00:376,0.3508,0.801,1.5286
08:17:00:380,0.33,0.7934,1.5334
08:17:00:384,0.3648,0.753,1.5434
08:17:00:388,0.3612,0.7486,1.5046
08:17:00:392,0.336,0.763,1.5218
08:17:00:396,0.3164,0.7574,1.5182
08:17:00:400,0.3612,0.7486,1.529
08:17:00:404,0.3292,0.7594,1.5294
08:17:00:408,0.35,0.7602,1.543
08:17:00:412,0.3728,0.7726,1.5566
08:17:00:416,0.3696,0.7602,1.5402
08:17:00:419,0.3428,0.7742,1.5442
08:17:00:423,0.3344,0.7758,1.5254
08:17:00:427,0.3372,0.783,1.535
08:17:00:431,0.3188,0.7654,1.581
08:17:00:435,0.3512,0.765,1.5754
08:17:00:439,0.3728,0.7882,1.5414
08:17:00:443,0.3436,0.7874,1.5874
08:17:00:447,0.334,0.785,1.5826
08:17:00:451,0.3452,0.7834,1.5754
08:17:00:455,0.3592,0.7674,1.5754
08:17:00:458,0.3464,0.7862,1.603
08:17:00:462,0.312,0.7946,1.579
08:17:00:466,0.3604,0.7774,1.5774
08:17:00:470,0.3704,0.8058,1.5754
08:17:00:474,0.354,0.7998,1.5786
08:17:00:478,0.3664,0.8042,1.5726
08:17:00:482,0.3784,0.8006,1.5442
08:17:00:486,0.3488,0.8118,1.563
08:17:00:490,0.326,0.8278,1.5746
08:17:00:494,0.3528,0.8014,1.617
08:17:00:498,0.3596,0.7998,1.6194
08:17:00:501,0.3848,0.8038,1.593
08:17:00:505,0.35,0.8082,1.5922
08:17:00:509,0.3528,0.7894,1.581
08:17:00:513,0.348,0.7978,1.5718
08:17:00:517,0.352,0.7742,1.6102
08:17:00:521,0.3412,0.7786,1.585
08:17:00:525,0.3484,0.7798,1.5822
08:17:00:529,0.3372,0.7502,1.5922
08:17:00:533,0.3692,0.7626,1.6082
08:17:00:537,0.348,0.7558,1.6174
08:17:00:541,0.3548,0.7466,1.645
08:17:00:544,0.3628,0.7522,1.5926
08:17:00:548,0.368,0.7326,1.5674
08:17:00:552,0.33,0.7318,1.5978
08:17:00:556,0.3392,0.705,1.593
08:17:00:560,0.3728,0.6954,1.5774
08:17:00:564,0.362,0.7054,1.565
08:17:00:568,0.3376,0.7202,1.5526
08:17:00:572,0.364,0.6974,1.557
08:17:00:576,0.3512,0.7082,1.5358
08:17:00:580,0.3528,0.7146,1.567
08:17:00:583,0.3608,0.7102,1.555
08:17:00:587,0.3584,0.733,1.5634
08:17:00:591,0.3604,0.709,1.513
08:17:00:595,0.3516,0.731,1.4966
08:17:00:599,0.3484,0.7206,1.5146
08:17:00:603,0.3404,0.7274,1.5098
08:17:00:607,0.3516,0.7254,1.4774
08:17:00:611,0.3564,0.7446,1.4906
08:17:00:615,0.3404,0.7414,1.475
08:17:00:619,0.3736,0.7306,1.4814
08:17:00:623,0.3492,0.7486,1.4586
08:17:00:626,0.3384,0.781,1.4806
08:17:00:630,0.3332,0.763,1.4734
08:17:00:634,0.3624,0.7638,1.4938
08:17:00:638,0.3652,0.7442,1.499
08:17:00:642,0.3504,0.7514,1.5214
08:17:00:646,0.348,0.7558,1.5218
08:17:00:650,0.336,0.7402,1.5262
08:17:00:654,0.3624,0.7298,1.4778
08:17:00:658,0.3452,0.731,1.5278
08:17:00:662,0.3228,0.7382,1.523
08:17:00:666,0.3328,0.7258,1.5618
08:17:00:669,0.336,0.743,1.529
08:17:00:673,0.3492,0.7274,1.5738
08:17:00:677,0.3308,0.723,1.5726
08:17:00:681,0.3524,0.713,1.5414
08:17:00:685,0.3444,0.725,1.507
08:17:00:689,0.3312,0.7374,1.5526
08:17:00:693,0.3312,0.719,1.5198
08:17:00:697,0.3556,0.7362,1.5102
08:17:00:701,0.3756,0.7218,1.5162
08:17:00:705,0.3724,0.7258,1.5098
08:17:00:708,0.362,0.731,1.5514
08:17:00:712,0.3472,0.7266,1.5354
08:17:00:716,0.352,0.7306,1.5458
08:17:00:720,0.356,0.721,1.5458
08:17:00:724,0.3616,0.729,1.5346
08:17:00:728,0.3476,0.7242,1.5394
08:17:00:732,0.3464,0.7302,1.5346
08:17:00:736,0.34,0.745,1.511
08:17:00:740,0.3328,0.7522,1.5462
08:17:00:744,0.332,0.7518,1.553
08:17:00:748,0.352,0.7554,1.5294
08:17:00:751,0.3376,0.7534,1.5206
08:17:00:755,0.3412,0.7538,1.4978
08:17:00:759,0.3748,0.7438,1.4978
08:17:00:763,0.3464,0.7506,1.5066
08:17:00:767,0.334,0.7498,1.517
08:17:00:771,0.3784,0.749,1.4862
08:17:00:775,0.368,0.7822,1.4906
08:17:00:779,0.3588,0.751,1.4806
08:17:00:783,0.358,0.775,1.4642
08:17:00:787,0.3548,0.7582,1.447
08:17:00:791,0.3536,0.7746,1.4446
08:17:00:794,0.3308,0.7666,1.4358
08:17:00:798,0.32,0.7862,1.4506
08:17:00:802,0.35,0.7682,1.4054
08:17:00:806,0.3508,0.7834,1.4642
08:17:00:810,0.3164,0.7706,1.4482
08:17:00:814,0.3504,0.7642,1.4706
08:17:00:818,0.3316,0.7602,1.433
08:17:00:822,0.3348,0.749,1.4838
08:17:00:826,0.34,0.7234,1.4638
08:17:00:830,0.3704,0.7262,1.4558
08:17:00:833,0.34,0.711,1.433
08:17:00:837,0.3516,0.7198,1.4386
08:17:00:841,0.358,0.7134,1.4062
08:17:00:845,0.3672,0.7138,1.4514
08:17:00:849,0.34,0.7298,1.481
08:17:00:853,0.3364,0.7438,1.4662
08:17:00:857,0.342,0.7466,1.5154
08:17:00:861,0.356,0.7214,1.4698
08:17:00:865,0.374,0.7054,1.523
08:17:00:869,0.3432,0.7274,1.5322
08:17:00:873,0.348,0.713,1.5346
08:17:00:876,0.3632,0.735,1.5254
08:17:00:880,0.3448,0.7298,1.5138
08:17:00:884,0.3444,0.749,1.4906
08:17:00:888,0.36,0.741,1.529
08:17:00:892,0.3308,0.7558,1.5342
08:17:00:896,0.3508,0.7482,1.545
08:17:00:900,0.3752,0.751,1.541
08:17:00:904,0.374,0.7322,1.5322
08:17:00:908,0.3676,0.723,1.5326
08:17:00:912,0.3648,0.7226,1.5206
08:17:00:916,0.3412,0.7406,1.5306
08:17:00:919,0.31,0.7398,1.5486
08:17:00:923,0.3424,0.735,1.5286
08:17:00:927,0.37,0.7538,1.5106
08:17:00:931,0.3692,0.7382,1.5294
08:17:00:935,0.3616,0.773,1.5206
08:17:00:939,0.3308,0.7698,1.4954
08:17:00:943,0.3496,0.7642,1.5058
08:17:00:947,0.346,0.755,1.499
08:17:00:951,0.366,0.7298,1.5078
08:17:00:955,0.3596,0.7222,1.5106
08:17:00:958,0.3632,0.7306,1.475
08:17:00:962,0.3556,0.7278,1.4658
08:17:00:966,0.3352,0.745,1.4694
08:17:00:970,0.3724,0.725,1.4634
08:17:00:974,0.356,0.7486,1.4482
08:17:00:978,0.3408,0.7434,1.5006
08:17:00:982,0.3452,0.7282,1.419
08:17:00:986,0.3756,0.7138,1.4394
08:17:00:990,0.3392,0.7386,1.4182
08:17:00:994,0.3252,0.7302,1.4554
08:17:00:998,0.3576,0.7222,1.467
08:17:01:001,0.3384,0.739,1.457
08:17:01:005,0.3444,0.7194,1.4858
08:17:01:009,0.3468,0.7286,1.4878
08:17:01:013,0.3504,0.713,1.5134
08:17:01:017,0.3492,0.7078,1.5058
08:17:01:021,0.3548,0.701,1.5126
08:17:01:025,0.3708,0.685,1.549
08:17:01:029,0.358,0.6858,1.5306
08:17:01:033,0.3716,0.6714,1.529
08:17:01:037,0.3512,0.6806,1.5162
08:17:01:041,0.3492,0.6866,1.5106
08:17:01:044,0.3536,0.6946,1.5406
08:17:01:048,0.3196,0.7038,1.5358
08:17:01:052,0.3492,0.7002,1.5494
08:17:01:056,0.3584,0.7186,1.517
08:17:01:060,0.3656,0.7206,1.5434
08:17:01:064,0.3388,0.7358,1.4946
08:17:01:068,0.342,0.7154,1.5242
08:17:01:072,0.3384,0.7418,1.5178
08:17:01:076,0.3392,0.7438,1.4954
08:17:01:080,0.35,0.7634,1.5202
08:17:01:083,0.3492,0.7586,1.4682
08:17:01:087,0.3588,0.7582,1.4818
08:17:01:091,0.3456,0.7526,1.4966
08:17:01:095,0.3808,0.7654,1.497
08:17:01:099,0.3524,0.7582,1.5282
08:17:01:103,0.336,0.777,1.5182
08:17:01:107,0.3588,0.7854,1.5086
08:17:01:111,0.3488,0.771,1.5374
08:17:01:115,0.352,0.773,1.5382
08:17:01:119,0.3652,0.7862,1.519
08:17:01:123,0.3332,0.7898,1.5078
08:17:01:126,0.3088,0.805,1.511
08:17:01:130,0.3412,0.775,1.4562
08:17:01:134,0.342,0.7846,1.4534
08:17:01:138,0.3376,0.7858,1.4842
08:17:01:142,0.3552,0.789,1.4446
08:17:01:146,0.3512,0.7778,1.4494
08:17:01:150,0.3324,0.7686,1.4834
08:17:01:154,0.3428,0.7814,1.4746
08:17:01:158,0.3692,0.7538,1.501
08:17:01:162,0.3552,0.7838,1.5238
08:17:01:166,0.36,0.7634,1.5002
08:17:01:169,0.3548,0.8002,1.5106
08:17:01:173,0.3644,0.7574,1.4898
08:17:01:177,0.3596,0.7626,1.5038
08:17:01:181,0.3528,0.765,1.4898
08:17:01:185,0.3372,0.7654,1.4962
08:17:01:189,0.3484,0.7738,1.4846
08:17:01:193,0.3448,0.757,1.4914
08:17:01:197,0.33,0.7566,1.5334
08:17:01:201,0.3384,0.7666,1.535
08:17:01:205,0.352,0.7202,1.5734
08:17:01:208,0.3724,0.7434,1.5618
08:17:01:212,0.3452,0.6998,1.5294
08:17:01:216,0.352,0.7398,1.5506
08:17:01:220,0.33,0.6874,1.5078
08:17:01:224,0.354,0.7102,1.5198
08:17:01:228,0.3568,0.6914,1.5086
08:17:01:232,0.3532,0.723,1.5338
08:17:01:236,0.356,0.7122,1.5118
08:17:01:240,0.376,0.7126,1.5494
08:17:01:244,0.3584,0.735,1.5526
08:17:01:248,0.3488,0.7186,1.5858
08:17:01:251,0.3464,0.7438,1.5806
08:17:01:255,0.3824,0.705,1.5822
08:17:01:259,0.352,0.719,1.5402
08:17:01:263,0.3692,0.7094,1.5566
08:17:01:267,0.3492,0.7178,1.5278
08:17:01:271,0.3564,0.7234,1.4834
08:17:01:275,0.342,0.7354,1.4882
08:17:01:279,0.3752,0.7498,1.4994
08:17:01:283,0.3536,0.761,1.5222
08:17:01:287,0.3552,0.7714,1.5242
08:17:01:291,0.3376,0.7674,1.5558
08:17:01:294,0.326,0.7858,1.5294
08:17:01:298,0.3648,0.759,1.565
08:17:01:302,0.3652,0.7814,1.5622
08:17:01:306,0.3648,0.785,1.5722
08:17:01:310,0.3116,0.799,1.5162
08:17:01:314,0.3424,0.7838,1.5314
08:17:01:318,0.352,0.7766,1.5098
08:17:01:322,0.3364,0.7586,1.5358
08:17:01:326,0.3432,0.777,1.5182
08:17:01:330,0.3664,0.7718,1.5158
08:17:01:333,0.3604,0.763,1.5354
08:17:01:337,0.356,0.7742,1.5238
08:17:01:341,0.3696,0.7626,1.5398
08:17:01:345,0.3892,0.7818,1.529
08:17:01:349,0.346,0.7774,1.539
08:17:01:353,0.3404,0.7742,1.5046
08:17:01:357,0.3392,0.7674,1.5142
08:17:01:361,0.3564,0.739,1.4574
08:17:01:365,0.3328,0.743,1.4874
08:17:01:369,0.3204,0.7682,1.4586
08:17:01:373,0.348,0.7858,1.479
08:17:01:376,0.3484,0.7742,1.4802
08:17:01:380,0.3596,0.7718,1.4982
08:17:01:384,0.3608,0.7878,1.4674
08:17:01:388,0.3384,0.785,1.529
08:17:01:392,0.334,0.7522,1.511
08:17:01:396,0.3608,0.737,1.5078
08:17:01:400,0.3272,0.733,1.5038
08:17:01:404,0.352,0.7378,1.5426
08:17:01:408,0.3412,0.711,1.5342
08:17:01:412,0.376,0.739,1.5178
08:17:01:416,0.3444,0.747,1.535
08:17:01:419,0.3428,0.7634,1.5786
08:17:01:423,0.3432,0.7354,1.5534
08:17:01:427,0.3832,0.7286,1.5618
08:17:01:431,0.3792,0.7446,1.5414
08:17:01:435,0.3344,0.7642,1.5438
08:17:01:439,0.3528,0.7442,1.5402
08:17:01:443,0.368,0.7542,1.505
08:17:01:447,0.35,0.773,1.5402
08:17:01:451,0.3536,0.7626,1.565
08:17:01:455,0.366,0.7478,1.5302
08:17:01:458,0.3496,0.751,1.5458
08:17:01:462,0.3384,0.7518,1.5542
08:17:01:466,0.3652,0.7298,1.5598
08:17:01:470,0.3488,0.7406,1.561
08:17:01:474,0.3596,0.7438,1.5446
08:17:01:478,0.3656,0.753,1.529
08:17:01:482,0.332,0.7374,1.5238
08:17:01:486,0.3376,0.729,1.5134
08:17:01:490,0.3456,0.7382,1.517
08:17:01:494,0.3552,0.737,1.5246
08:17:01:498,0.3368,0.7498,1.5266
08:17:01:501,0.3428,0.7406,1.4922
08:17:01:505,0.3564,0.7562,1.5006
08:17:01:509,0.3464,0.763,1.4622
08:17:01:513,0.3832,0.7514,1.4546
08:17:01:517,0.3392,0.763,1.4726
08:17:01:521,0.332,0.7666,1.4422
08:17:01:525,0.3628,0.7374,1.451
08:17:01:529,0.3836,0.7206,1.455
08:17:01:533,0.336,0.7358,1.4714
08:17:01:537,0.3608,0.733,1.4606
08:17:01:541,0.352,0.7422,1.4778
08:17:01:544,0.3284,0.729,1.483
08:17:01:548,0.3244,0.7274,1.4742
08:17:01:552,0.3316,0.739,1.503
08:17:01:556,0.334,0.7454,1.4714
08:17:01:560,0.34,0.7522,1.5062
08:17:01:564,0.3608,0.7438,1.4754
08:17:01:568,0.346,0.7538,1.5046
08:17:01:572,0.3716,0.7594,1.499
08:17:01:576,0.3724,0.7442,1.5078
08:17:01:580,0.3584,0.7446,1.4998
08:17:01:583,0.3648,0.7454,1.5178
08:17:01:587,0.3316,0.7422,1.525
08:17:01:591,0.3348,0.7274,1.547
08:17:01:595,0.3656,0.7218,1.5414
08:17:01:599,0.3844,0.7114,1.5314
08:17:01:603,0.358,0.7358,1.5338
08:17:01:607,0.3564,0.723,1.5054
08:17:01:611,0.3508,0.745,1.5078
08:17:01:615,0.3756,0.7294,1.4702
08:17:01:619,0.3412,0.759,1.5222
08:17:01:623,0.3164,0.753,1.5418
08:17:01:626,0.3404,0.741,1.5406
08:17:01:630,0.3632,0.755,1.5074
08:17:01:634,0.35,0.7806,1.5386
08:17:01:638,0.3424,0.759,1.5414
08:17:01:642,0.3756,0.731,1.539
08:17:01:646,0.3616,0.7674,1.5186
08:17:01:650,0.3416,0.7586,1.541
08:17:01:654,0.3364,0.7474,1.5754
08:17:01:658,0.3808,0.723,1.4942
08:17:01:662,0.3772,0.733,1.5362
08:17:01:666,0.3168,0.7578,1.5234
08:17:01:669,0.3464,0.7402,1.5142
08:17:01:673,0.378,0.7198,1.4682
08:17:01:677,0.3684,0.7462,1.5054
08:17:01:681,0.3136,0.771,1.497
08:17:01:685,0.34,0.7402,1.5578
08:17:01:689,0.346,0.731,1.5022
08:17:01:693,0.3492,0.7406,1.5238
08:17:01:697,0.3452,0.767,1.5138
08:17:01:701,0.3604,0.7338,1.5418
08:17:01:705,0.3772,0.739,1.5074
08:17:01:708,0.3688,0.7546,1.4938
08:17:01:712,0.3536,0.7682,1.5398
08:17:01:716,0.3564,0.7482,1.5514
08:17:01:720,0.3856,0.7138,1.5358
08:17:01:724,0.3644,0.7386,1.5426
08:17:01:728,0.3192,0.7702,1.5454
08:17:01:732,0.3268,0.7494,1.5462
08:17:01:736,0.3756,0.7454,1.5026
08:17:01:740,0.35,0.787,1.5166
08:17:01:744,0.3348,0.8006,1.4854
08:17:01:748,0.3576,0.7874,1.529
08:17:01:751,0.3536,0.7762,1.4982
08:17:01:755,0.3572,0.7882,1.5066
08:17:01:759,0.352,0.7922,1.5238
08:17:01:763,0.3704,0.7722,1.5346
08:17:01:767,0.3756,0.771,1.5174
08:17:01:771,0.3868,0.8006,1.571
08:17:01:775,0.3412,0.8078,1.539
08:17:01:779,0.3492,0.7738,1.5862
08:17:01:783,0.3636,0.7742,1.5154
08:17:01:787,0.3604,0.8022,1.5202
08:17:01:791,0.2888,0.7886,1.5486
08:17:01:794,0.3316,0.747,1.5262
08:17:01:798,0.3912,0.7362,1.4726
08:17:01:802,0.3456,0.7762,1.4874
08:17:01:806,0.3024,0.7846,1.4966
08:17:01:810,0.3688,0.7638,1.4978
08:17:01:814,0.3332,0.7718,1.4734
08:17:01:818,0.3304,0.781,1.5142
08:17:01:822,0.374,0.7598,1.5146
08:17:01:826,0.3716,0.7398,1.4938
08:17:01:830,0.374,0.7394,1.4906
08:17:01:833,0.3468,0.7486,1.4846
08:17:01:837,0.358,0.7302,1.501
08:17:01:841,0.4008,0.7242,1.501
08:17:01:845,0.3648,0.7334,1.497
08:17:01:849,0.3408,0.7474,1.4962
08:17:01:853,0.3884,0.7182,1.5014
08:17:01:857,0.368,0.7174,1.5054
08:17:01:861,0.3312,0.7314,1.5334
08:17:01:865,0.3516,0.7238,1.5202
08:17:01:869,0.372,0.733,1.5254
08:17:01:873,0.3332,0.7182,1.493
08:17:01:876,0.3364,0.7334,1.521
08:17:01:880,0.3348,0.7534,1.4966
08:17:01:884,0.3384,0.7322,1.5026
08:17:01:888,0.3524,0.7382,1.5402
08:17:01:892,0.3816,0.729,1.5182
08:17:01:896,0.3776,0.7454,1.5126
08:17:01:900,0.3816,0.7042,1.5554
08:17:01:904,0.3756,0.7114,1.4978
08:17:01:908,0.3768,0.7326,1.495
08:17:01:912,0.3564,0.7254,1.5322
08:17:01:916,0.3588,0.7402,1.535
08:17:01:919,0.3536,0.7298,1.4882
08:17:01:923,0.3656,0.751,1.5062
08:17:01:927,0.3464,0.7154,1.4878
08:17:01:931,0.362,0.7394,1.4686
08:17:01:935,0.3352,0.7574,1.4546
08:17:01:939,0.3224,0.7622,1.507
08:17:01:943,0.3272,0.749,1.4834
08:17:01:947,0.3628,0.7514,1.4922
08:17:01:951,0.3276,0.773,1.5322
08:17:01:955,0.3448,0.755,1.5374
08:17:01:958,0.3716,0.7538,1.5014
08:17:01:962,0.37,0.7374,1.5018
08:17:01:966,0.3764,0.7594,1.5198
08:17:01:970,0.3588,0.7562,1.4762
08:17:01:974,0.3668,0.749,1.4762
08:17:01:978,0.348,0.757,1.487
08:17:01:982,0.3368,0.7622,1.513
08:17:01:986,0.3324,0.7754,1.519
08:17:01:990,0.3656,0.7546,1.5346
08:17:01:994,0.3684,0.7694,1.5026
08:17:01:998,0.3396,0.7758,1.5498
08:17:02:001,0.318,0.7874,1.513
08:17:02:005,0.3748,0.7514,1.507
08:17:02:009,0.3592,0.7734,1.5106
08:17:02:013,0.3224,0.7974,1.5462
08:17:02:017,0.3644,0.7682,1.5186
08:17:02:021,0.396,0.7674,1.513
08:17:02:025,0.386,0.7646,1.5294
08:17:02:029,0.3956,0.7654,1.5238
08:17:02:033,0.404,0.7702,1.503
08:17:02:037,0.3956,0.7654,1.5242
08:17:02:041,0.3476,0.7714,1.5466
08:17:02:044,0.344,0.7638,1.5378
08:17:02:048,0.3712,0.7486,1.5738
08:17:02:052,0.3528,0.7342,1.5882
08:17:02:056,0.3396,0.7442,1.5786
08:17:02:060,0.3536,0.751,1.5442
08:17:02:064,0.3216,0.7626,1.5466
08:17:02:068,0.3292,0.763,1.5426
08:17:02:072,0.3472,0.7602,1.5322
08:17:02:076,0.3344,0.7898,1.5542
08:17:02:080,0.332,0.7746,1.5442
08:17:02:083,0.3752,0.7578,1.5186
08:17:02:087,0.3832,0.7626,1.5098
08:17:02:091,0.3684,0.7386,1.5118
08:17:02:095,0.3584,0.7534,1.4938
08:17:02:099,0.3708,0.7426,1.4894
08:17:02:103,0.356,0.7594,1.4978
08:17:02:107,0.364,0.7582,1.4982
08:17:02:111,0.3756,0.7446,1.4962
08:17:02:115,0.3736,0.767,1.497
08:17:02:119,0.356,0.7746,1.4654
08:17:02:123,0.3448,0.7522,1.4742
08:17:02:126,0.3392,0.7686,1.4402
08:17:02:130,0.3564,0.7666,1.439
08:17:02:134,0.3208,0.7586,1.4922
08:17:02:138,0.3356,0.7274,1.4998
08:17:02:142,0.3752,0.7322,1.4866
08:17:02:146,0.3492,0.723,1.523
08:17:02:150,0.3364,0.727,1.5134
08:17:02:154,0.37,0.6994,1.511
08:17:02:158,0.3764,0.7154,1.5162
08:17:02:162,0.3544,0.7242,1.5442
08:17:02:166,0.3948,0.737,1.527
08:17:02:169,0.3756,0.7174,1.5046
08:17:02:173,0.392,0.729,1.4822
08:17:02:177,0.348,0.7438,1.487
08:17:02:181,0.364,0.7534,1.5102
08:17:02:185,0.354,0.733,1.503
08:17:02:189,0.3648,0.7522,1.4826
08:17:02:193,0.3524,0.7526,1.4814
08:17:02:197,0.3492,0.7702,1.5326
08:17:02:201,0.3324,0.7546,1.5198
08:17:02:205,0.3416,0.7678,1.5198
08:17:02:208,0.3252,0.7586,1.5118
08:17:02:212,0.3484,0.7406,1.5258
08:17:02:216,0.3672,0.7162,1.507
08:17:02:220,0.358,0.7646,1.4998
08:17:02:224,0.334,0.7586,1.4766
08:17:02:228,0.3476,0.7778,1.5118
08:17:02:232,0.3736,0.7566,1.5034
08:17:02:236,0.3912,0.7702,1.507
08:17:02:240,0.3616,0.7734,1.539
08:17:02:244,0.3316,0.7514,1.539
08:17:02:248,0.3848,0.7338,1.5078
08:17:02:251,0.3484,0.7486,1.5206
08:17:02:255,0.346,0.7566,1.5534
08:17:02:259,0.3892,0.7322,1.5374
08:17:02:263,0.3624,0.7626,1.513
08:17:02:267,0.3308,0.753,1.519
08:17:02:271,0.3288,0.761,1.5314
08:17:02:275,0.3604,0.7066,1.507
08:17:02:279,0.3652,0.7194,1.5158
08:17:02:283,0.3428,0.7342,1.5258
08:17:02:287,0.3412,0.7426,1.5106
08:17:02:291,0.3496,0.7314,1.4886
08:17:02:294,0.3544,0.7306,1.4858
08:17:02:298,0.3744,0.7554,1.4762
08:17:02:302,0.3744,0.729,1.4778
08:17:02:306,0.3564,0.7514,1.4714
08:17:02:310,0.3696,0.737,1.4346
08:17:02:314,0.3636,0.7298,1.4534
08:17:02:318,0.3512,0.7314,1.4578
08:17:02:322,0.3668,0.711,1.4746
08:17:02:326,0.3672,0.7274,1.4662
08:17:02:330,0.3472,0.7554,1.4874
08:17:02:333,0.3544,0.7486,1.457
08:17:02:337,0.3536,0.7454,1.5002
08:17:02:341,0.3432,0.7586,1.5018
08:17:02:345,0.3652,0.7282,1.5226
08:17:02:349,0.37,0.7318,1.5254
08:17:02:353,0.3404,0.7294,1.5046
08:17:02:357,0.3244,0.7462,1.5014
08:17:02:361,0.3596,0.7342,1.5262
08:17:02:365,0.344,0.7574,1.533
08:17:02:369,0.358,0.7602,1.529
08:17:02:373,0.3444,0.7938,1.5434
08:17:02:376,0.3572,0.7674,1.5374
08:17:02:380,0.3752,0.7698,1.5122
08:17:02:384,0.3636,0.777,1.5222
08:17:02:388,0.3344,0.7546,1.5422
08:17:02:392,0.3512,0.753,1.5058
08:17:02:396,0.346,0.7338,1.5046
08:17:02:400,0.3392,0.7466,1.4874
08:17:02:404,0.3464,0.7558,1.5122
08:17:02:408,0.3536,0.7506,1.499
08:17:02:412,0.3824,0.7798,1.4782
08:17:02:416,0.352,0.7882,1.469
08:17:02:419,0.3644,0.7782,1.4574
08:17:02:423,0.3868,0.781,1.4782
08:17:02:427,0.3552,0.7962,1.4658
08:17:02:431,0.358,0.7906,1.5186
08:17:02:435,0.36,0.7966,1.4854
08:17:02:439,0.3592,0.7758,1.4794
08:17:02:443,0.3592,0.763,1.465
08:17:02:447,0.3796,0.7642,1.4698
