Time,VIB57,VIB58,VIB59
08:17:02:451,0.344,0.7754,1.4686
08:17:02:455,0.3324,0.7482,1.483
08:17:02:458,0.3444,0.7654,1.4858
08:17:02:462,0.3604,0.7502,1.4954
08:17:02:466,0.3324,0.7446,1.5174
08:17:02:470,0.3688,0.7318,1.4954
08:17:02:474,0.378,0.745,1.4582
08:17:02:478,0.3596,0.7598,1.4754
08:17:02:482,0.3572,0.7326,1.4806
08:17:02:486,0.3764,0.7466,1.4578
08:17:02:490,0.378,0.7482,1.4966
08:17:02:494,0.3576,0.7558,1.541
08:17:02:498,0.3692,0.739,1.5634
08:17:02:501,0.3708,0.7246,1.5566
08:17:02:505,0.3688,0.7366,1.5502
08:17:02:509,0.3444,0.7214,1.5538
08:17:02:513,0.3848,0.7162,1.5418
08:17:02:517,0.3652,0.7186,1.5282
08:17:02:521,0.3428,0.7246,1.5154
08:17:02:525,0.352,0.711,1.5542
08:17:02:529,0.3628,0.7194,1.543
08:17:02:533,0.3492,0.7226,1.5218
08:17:02:537,0.3456,0.7406,1.5626
08:17:02:541,0.3456,0.7334,1.5198
08:17:02:544,0.3648,0.7402,1.5166
08:17:02:548,0.3444,0.751,1.5474
08:17:02:552,0.344,0.7402,1.573
08:17:02:556,0.3724,0.7282,1.5662
08:17:02:560,0.3664,0.7298,1.5374
08:17:02:564,0.3476,0.7286,1.5374
08:17:02:568,0.3656,0.7178,1.5494
08:17:02:572,0.3792,0.7118,1.4998
08:17:02:576,0.354,0.743,1.5106
08:17:02:580,0.3292,0.737,1.4938
08:17:02:583,0.352,0.7342,1.5178
08:17:02:587,0.3704,0.7182,1.4934
08:17:02:591,0.3768,0.721,1.507
08:17:02:595,0.3592,0.7602,1.5126
08:17:02:599,0.3492,0.7298,1.5206
08:17:02:603,0.3568,0.7418,1.485
08:17:02:607,0.3816,0.7406,1.4958
08:17:02:611,0.3404,0.745,1.5238
08:17:02:615,0.3544,0.7406,1.5174
08:17:02:619,0.35,0.7442,1.4982
08:17:02:623,0.3528,0.7474,1.5054
08:17:02:626,0.3496,0.7522,1.547
08:17:02:630,0.3812,0.7282,1.5198
08:17:02:634,0.3832,0.7386,1.5182
08:17:02:638,0.3468,0.773,1.5074
08:17:02:642,0.3368,0.759,1.5086
08:17:02:646,0.3656,0.7438,1.5358
08:17:02:650,0.344,0.7634,1.5174
08:17:02:654,0.3504,0.7534,1.5542
08:17:02:658,0.36,0.7658,1.5518
08:17:02:662,0.3664,0.7502,1.511
08:17:02:666,0.3536,0.7542,1.5266
08:17:02:669,0.3352,0.7898,1.5338
08:17:02:673,0.3432,0.7598,1.551
08:17:02:677,0.3584,0.7478,1.5694
08:17:02:681,0.3576,0.7522,1.5394
08:17:02:685,0.3352,0.7658,1.5154
08:17:02:689,0.3404,0.7542,1.5366
08:17:02:693,0.3484,0.739,1.513
08:17:02:697,0.3812,0.7486,1.4666
08:17:02:701,0.366,0.7634,1.5038
08:17:02:705,0.3556,0.7422,1.5318
08:17:02:708,0.3744,0.7346,1.4994
08:17:02:712,0.3772,0.7334,1.533
08:17:02:716,0.3436,0.7554,1.5842
08:17:02:720,0.3492,0.7318,1.5746
08:17:02:724,0.3752,0.7338,1.5526
08:17:02:728,0.356,0.7546,1.5594
08:17:02:732,0.3364,0.7586,1.5582
08:17:02:736,0.3588,0.7458,1.5566
08:17:02:740,0.3748,0.7402,1.5138
08:17:02:744,0.3296,0.7502,1.527
08:17:02:748,0.3016,0.785,1.5202
08:17:02:751,0.3484,0.749,1.5194
08:17:02:755,0.376,0.7598,1.5126
08:17:02:759,0.356,0.7714,1.5342
08:17:02:763,0.3508,0.7846,1.5726
08:17:02:767,0.3728,0.7518,1.565
08:17:02:771,0.406,0.7634,1.5506
08:17:02:775,0.3916,0.7638,1.5438
08:17:02:779,0.3368,0.783,1.5742
08:17:02:783,0.3396,0.7498,1.5802
08:17:02:787,0.374,0.733,1.5478
08:17:02:791,0.3452,0.749,1.5574
08:17:02:794,0.3644,0.765,1.5586
08:17:02:798,0.3776,0.7266,1.5418
08:17:02:802,0.3724,0.757,1.5126
08:17:02:806,0.3252,0.7466,1.535
08:17:02:810,0.3456,0.7562,1.5714
08:17:02:814,0.3584,0.7162,1.5862
08:17:02:818,0.3672,0.7086,1.5874
08:17:02:822,0.3568,0.7182,1.5606
08:17:02:826,0.3512,0.7234,1.5726
08:17:02:830,0.3556,0.6966,1.5442
08:17:02:833,0.3532,0.707,1.5498
08:17:02:837,0.332,0.7114,1.5306
08:17:02:841,0.3788,0.705,1.5394
08:17:02:845,0.3752,0.7098,1.511
08:17:02:849,0.3416,0.7146,1.5234
08:17:02:853,0.3304,0.7318,1.5266
08:17:02:857,0.3564,0.713,1.5534
08:17:02:861,0.3672,0.7214,1.535
08:17:02:865,0.3592,0.7078,1.5246
08:17:02:869,0.3476,0.7514,1.509
08:17:02:873,0.35,0.725,1.4898
08:17:02:876,0.362,0.751,1.4918
08:17:02:880,0.3548,0.7418,1.5046
08:17:02:884,0.3512,0.795,1.5298
08:17:02:888,0.354,0.7566,1.5282
08:17:02:892,0.3836,0.7886,1.5346
08:17:02:896,0.3752,0.7622,1.4954
08:17:02:900,0.3676,0.7738,1.5294
08:17:02:904,0.3496,0.7654,1.529
08:17:02:908,0.3664,0.7754,1.4938
08:17:02:912,0.3776,0.785,1.4722
08:17:02:916,0.3376,0.7914,1.5362
08:17:02:919,0.34,0.7646,1.4978
08:17:02:923,0.396,0.7426,1.5078
08:17:02:927,0.3624,0.7634,1.4914
08:17:02:931,0.3512,0.7446,1.519
08:17:02:935,0.3204,0.7394,1.5122
08:17:02:939,0.3608,0.723,1.531
08:17:02:943,0.38,0.7298,1.5518
08:17:02:947,0.3532,0.7186,1.5842
08:17:02:951,0.356,0.7206,1.5754
08:17:02:955,0.348,0.7194,1.5494
08:17:02:958,0.3404,0.7158,1.5454
08:17:02:962,0.3676,0.689,1.5334
08:17:02:966,0.386,0.681,1.5362
08:17:02:970,0.376,0.6826,1.5294
08:17:02:974,0.3544,0.7042,1.5166
08:17:02:978,0.356,0.6894,1.5402
08:17:02:982,0.3592,0.6722,1.5262
08:17:02:986,0.3564,0.7118,1.555
08:17:02:990,0.3456,0.6966,1.5626
08:17:02:994,0.3596,0.7082,1.5478
08:17:02:998,0.3744,0.7094,1.5306
08:17:03:001,0.358,0.7262,1.5438
08:17:03:005,0.3568,0.7438,1.5638
08:17:03:009,0.366,0.7466,1.5138
08:17:03:013,0.3512,0.7942,1.5154
08:17:03:017,0.3332,0.8014,1.531
08:17:03:021,0.3524,0.7922,1.5306
08:17:03:025,0.37,0.8014,1.5018
08:17:03:029,0.3488,0.8046,1.5414
08:17:03:033,0.3484,0.8146,1.5198
08:17:03:037,0.3656,0.8122,1.5022
08:17:03:041,0.3544,0.8162,1.511
08:17:03:044,0.3384,0.8246,1.5294
08:17:03:048,0.3504,0.8218,1.5118
08:17:03:052,0.3544,0.8242,1.5334
08:17:03:056,0.3632,0.813,1.5058
08:17:03:060,0.3588,0.8318,1.4754
08:17:03:064,0.3504,0.8218,1.4506
08:17:03:068,0.384,0.809,1.4978
08:17:03:072,0.3428,0.8206,1.4642
08:17:03:076,0.3456,0.8178,1.5018
08:17:03:080,0.3456,0.8186,1.515
08:17:03:083,0.3444,0.7826,1.5226
08:17:03:087,0.3688,0.781,1.5122
08:17:03:091,0.3588,0.7614,1.5206
08:17:03:095,0.3292,0.7546,1.535
08:17:03:099,0.3708,0.7362,1.5322
08:17:03:103,0.3688,0.7298,1.4886
08:17:03:107,0.3664,0.739,1.5194
08:17:03:111,0.3396,0.7298,1.511
08:17:03:115,0.3824,0.7082,1.5226
08:17:03:119,0.3632,0.7042,1.5134
08:17:03:123,0.3444,0.7118,1.5426
08:17:03:126,0.3412,0.6958,1.5258
08:17:03:130,0.3552,0.6682,1.5398
08:17:03:134,0.3764,0.677,1.5154
08:17:03:138,0.3452,0.6958,1.5578
08:17:03:142,0.34,0.6814,1.5414
08:17:03:146,0.3724,0.651,1.5354
08:17:03:150,0.3536,0.6898,1.505
08:17:03:154,0.35,0.6822,1.5622
08:17:03:158,0.3368,0.6874,1.549
08:17:03:162,0.36,0.6894,1.5058
08:17:03:166,0.3648,0.7302,1.497
08:17:03:169,0.3524,0.735,1.501
08:17:03:173,0.3768,0.7374,1.5082
08:17:03:177,0.3968,0.7394,1.4786
08:17:03:181,0.3496,0.7734,1.5354
08:17:03:185,0.3268,0.7734,1.555
08:17:03:189,0.3848,0.7686,1.5182
08:17:03:193,0.3928,0.7654,1.5426
08:17:03:197,0.348,0.8086,1.5642
08:17:03:201,0.3184,0.809,1.5778
08:17:03:205,0.3796,0.7962,1.5594
08:17:03:208,0.38,0.7982,1.5546
08:17:03:212,0.3408,0.811,1.5594
08:17:03:216,0.3344,0.7946,1.597
08:17:03:220,0.3668,0.7946,1.5526
08:17:03:224,0.3612,0.7954,1.5614
08:17:03:228,0.3064,0.7986,1.619
08:17:03:232,0.3492,0.7806,1.6098
08:17:03:236,0.4,0.777,1.559
08:17:03:240,0.3468,0.791,1.591
08:17:03:244,0.3312,0.7738,1.5906
08:17:03:248,0.3796,0.7618,1.5182
08:17:03:251,0.3808,0.7434,1.5306
08:17:03:255,0.3228,0.7498,1.5542
08:17:03:259,0.3444,0.7518,1.5394
08:17:03:263,0.3672,0.741,1.519
08:17:03:267,0.3728,0.733,1.5458
08:17:03:271,0.3392,0.7434,1.5418
08:17:03:275,0.3564,0.7246,1.491
08:17:03:279,0.3804,0.727,1.5082
08:17:03:283,0.3072,0.7362,1.5002
08:17:03:287,0.3268,0.7358,1.505
08:17:03:291,0.3776,0.7358,1.499
08:17:03:294,0.3484,0.745,1.5034
08:17:03:298,0.3548,0.7506,1.513
08:17:03:302,0.3564,0.7558,1.4926
08:17:03:306,0.3452,0.737,1.5294
08:17:03:310,0.348,0.733,1.5374
08:17:03:314,0.3764,0.7306,1.5406
08:17:03:318,0.3516,0.749,1.5574
08:17:03:322,0.3556,0.7414,1.5862
08:17:03:326,0.368,0.7458,1.5262
08:17:03:330,0.3556,0.7614,1.5726
08:17:03:333,0.3272,0.7586,1.5882
08:17:03:337,0.3748,0.751,1.5446
08:17:03:341,0.3836,0.749,1.5422
08:17:03:345,0.326,0.781,1.5358
08:17:03:349,0.3292,0.7726,1.547
08:17:03:353,0.37,0.7602,1.5454
08:17:03:357,0.3392,0.785,1.5726
08:17:03:361,0.3544,0.7802,1.5778
08:17:03:365,0.3724,0.7866,1.5482
08:17:03:369,0.3392,0.7742,1.565
08:17:03:373,0.36,0.7686,1.5262
08:17:03:376,0.3644,0.7606,1.525
08:17:03:380,0.3832,0.7598,1.517
08:17:03:384,0.344,0.7374,1.5074
08:17:03:388,0.34,0.7566,1.483
08:17:03:392,0.3808,0.747,1.477
08:17:03:396,0.3584,0.739,1.5026
08:17:03:400,0.3604,0.7342,1.4858
08:17:03:404,0.3536,0.7518,1.5174
08:17:03:408,0.3608,0.7494,1.511
08:17:03:412,0.3312,0.7574,1.5502
08:17:03:416,0.3476,0.7214,1.5298
08:17:03:419,0.3624,0.7334,1.5634
08:17:03:423,0.3508,0.7378,1.5618
08:17:03:427,0.3456,0.7242,1.5566
08:17:03:431,0.3532,0.7202,1.5382
08:17:03:435,0.3492,0.733,1.5386
08:17:03:439,0.3424,0.7066,1.5438
08:17:03:443,0.344,0.7066,1.5562
08:17:03:447,0.3568,0.715,1.5222
08:17:03:451,0.3456,0.7254,1.5154
08:17:03:455,0.302,0.725,1.4994
08:17:03:458,0.3596,0.7234,1.4878
08:17:03:462,0.3792,0.7234,1.4918
08:17:03:466,0.352,0.7426,1.5306
08:17:03:470,0.352,0.737,1.535
08:17:03:474,0.3596,0.7426,1.5122
08:17:03:478,0.3616,0.737,1.5198
08:17:03:482,0.3504,0.731,1.5582
08:17:03:486,0.3584,0.751,1.5534
08:17:03:490,0.3488,0.7458,1.553
08:17:03:494,0.3616,0.7586,1.5346
08:17:03:498,0.354,0.7562,1.5482
08:17:03:501,0.3368,0.7462,1.5518
08:17:03:505,0.3728,0.7466,1.5206
08:17:03:509,0.3544,0.7554,1.5286
08:17:03:513,0.3232,0.753,1.5326
08:17:03:517,0.3332,0.7502,1.5386
08:17:03:521,0.3624,0.729,1.5342
08:17:03:525,0.3408,0.7378,1.559
08:17:03:529,0.34,0.7354,1.5494
08:17:03:533,0.352,0.7538,1.555
08:17:03:537,0.3496,0.7338,1.5454
08:17:03:541,0.348,0.7414,1.5426
08:17:03:544,0.3648,0.7418,1.4874
08:17:03:548,0.3512,0.7634,1.4866
08:17:03:552,0.3396,0.7702,1.5342
08:17:03:556,0.342,0.7602,1.4974
08:17:03:560,0.37,0.7534,1.4962
08:17:03:564,0.3624,0.7426,1.5198
08:17:03:568,0.3544,0.7578,1.5094
08:17:03:572,0.3556,0.7226,1.5258
08:17:03:576,0.3464,0.7598,1.495
08:17:03:580,0.354,0.7326,1.5378
08:17:03:583,0.3468,0.7406,1.543
08:17:03:587,0.3636,0.7294,1.5438
08:17:03:591,0.378,0.7386,1.515
08:17:03:595,0.3508,0.7538,1.489
08:17:03:599,0.3432,0.7442,1.4846
08:17:03:603,0.3716,0.7522,1.4614
08:17:03:607,0.3412,0.7534,1.4978
08:17:03:611,0.3672,0.7582,1.5298
08:17:03:615,0.3364,0.7554,1.543
08:17:03:619,0.3472,0.7562,1.5362
08:17:03:623,0.348,0.7438,1.5558
08:17:03:626,0.31,0.749,1.5734
08:17:03:630,0.3492,0.7286,1.5762
08:17:03:634,0.374,0.7318,1.527
08:17:03:638,0.3348,0.7594,1.5362
08:17:03:642,0.3348,0.7386,1.4982
08:17:03:646,0.374,0.7442,1.4626
08:17:03:650,0.3716,0.7382,1.4646
08:17:03:654,0.3584,0.7634,1.4862
08:17:03:658,0.3404,0.7546,1.4838
08:17:03:662,0.3572,0.7446,1.485
08:17:03:666,0.3712,0.7578,1.4806
08:17:03:669,0.3684,0.7574,1.5422
08:17:03:673,0.3284,0.7754,1.539
08:17:03:677,0.3692,0.7594,1.5374
08:17:03:681,0.3488,0.7814,1.509
08:17:03:685,0.332,0.773,1.5274
08:17:03:689,0.334,0.7474,1.5298
08:17:03:693,0.3584,0.7442,1.4958
08:17:03:697,0.3252,0.7654,1.4766
08:17:03:701,0.3444,0.777,1.5026
08:17:03:705,0.3392,0.7574,1.5022
08:17:03:708,0.374,0.7798,1.5362
08:17:03:712,0.3584,0.7546,1.5738
08:17:03:716,0.3596,0.7794,1.5754
08:17:03:720,0.3552,0.7398,1.5914
08:17:03:724,0.332,0.7518,1.5762
08:17:03:728,0.3564,0.7478,1.5626
08:17:03:732,0.354,0.7466,1.5758
08:17:03:736,0.3608,0.7386,1.5834
08:17:03:740,0.3472,0.7574,1.5714
08:17:03:744,0.3348,0.767,1.549
08:17:03:748,0.3696,0.7774,1.5578
08:17:03:751,0.3568,0.7618,1.5522
08:17:03:755,0.3468,0.7746,1.5398
08:17:03:759,0.378,0.7706,1.565
08:17:03:763,0.3428,0.759,1.5618
08:17:03:767,0.3524,0.7302,1.5502
08:17:03:771,0.37,0.723,1.5618
08:17:03:775,0.346,0.7362,1.537
08:17:03:779,0.3664,0.7398,1.535
08:17:03:783,0.3548,0.7254,1.5658
08:17:03:787,0.338,0.7446,1.5502
08:17:03:791,0.3408,0.7378,1.5766
08:17:03:794,0.3544,0.7282,1.5986
08:17:03:798,0.366,0.721,1.6138
08:17:03:802,0.3772,0.7366,1.5558
08:17:03:806,0.3324,0.7602,1.581
08:17:03:810,0.3248,0.7558,1.5726
08:17:03:814,0.364,0.7318,1.5646
08:17:03:818,0.3692,0.7218,1.5306
08:17:03:822,0.336,0.7338,1.5542
08:17:03:826,0.3252,0.733,1.5286
08:17:03:830,0.3592,0.7066,1.489
08:17:03:833,0.3436,0.7358,1.4806
08:17:03:837,0.358,0.7202,1.4858
08:17:03:841,0.3536,0.7398,1.5126
08:17:03:845,0.3784,0.7206,1.4734
08:17:03:849,0.376,0.7518,1.4862
08:17:03:853,0.342,0.7374,1.467
08:17:03:857,0.346,0.7434,1.5042
08:17:03:861,0.346,0.7314,1.4886
08:17:03:865,0.3628,0.7506,1.4826
08:17:03:869,0.3464,0.7538,1.4562
08:17:03:873,0.3492,0.7606,1.473
08:17:03:876,0.3512,0.7386,1.467
08:17:03:880,0.36,0.759,1.4794
08:17:03:884,0.3448,0.753,1.4706
08:17:03:888,0.3368,0.7594,1.5058
08:17:03:892,0.3328,0.7422,1.5034
08:17:03:896,0.376,0.7406,1.495
08:17:03:900,0.3636,0.7494,1.5314
08:17:03:904,0.3408,0.771,1.5306
08:17:03:908,0.3456,0.7602,1.5122
08:17:03:912,0.3616,0.7722,1.4862
08:17:03:916,0.3856,0.7686,1.4906
08:17:03:919,0.3452,0.7754,1.4934
08:17:03:923,0.3172,0.7814,1.557
08:17:03:927,0.3364,0.7934,1.497
08:17:03:931,0.3484,0.7798,1.5282
08:17:03:935,0.3644,0.7818,1.535
08:17:03:939,0.3268,0.7902,1.5638
08:17:03:943,0.3592,0.777,1.5354
08:17:03:947,0.3708,0.795,1.5802
08:17:03:951,0.3504,0.7714,1.5794
08:17:03:955,0.3388,0.7722,1.5806
08:17:03:958,0.3456,0.761,1.5434
08:17:03:962,0.3596,0.7634,1.6002
08:17:03:966,0.3232,0.755,1.6034
08:17:03:970,0.3628,0.7514,1.6206
08:17:03:974,0.3708,0.7546,1.5894
08:17:03:978,0.3976,0.7678,1.593
08:17:03:982,0.35,0.7722,1.6438
08:17:03:986,0.3644,0.781,1.621
08:17:03:990,0.3392,0.7834,1.6206
08:17:03:994,0.3212,0.7814,1.6518
08:17:03:998,0.3568,0.7626,1.6458
08:17:04:001,0.3532,0.7638,1.609
08:17:04:005,0.3568,0.7518,1.6138
08:17:04:009,0.3552,0.7686,1.577
08:17:04:013,0.3528,0.7438,1.583
08:17:04:017,0.3432,0.751,1.573
08:17:04:021,0.364,0.7382,1.569
08:17:04:025,0.3564,0.7766,1.5586
08:17:04:029,0.3616,0.7742,1.585
08:17:04:033,0.3676,0.7686,1.5482
08:17:04:037,0.37,0.7818,1.529
08:17:04:041,0.3464,0.7842,1.5434
08:17:04:044,0.364,0.7838,1.5146
08:17:04:048,0.384,0.7818,1.539
08:17:04:052,0.354,0.7798,1.537
08:17:04:056,0.3644,0.783,1.5046
08:17:04:060,0.362,0.7614,1.5226
08:17:04:064,0.3248,0.7546,1.531
08:17:04:068,0.344,0.7398,1.5386
08:17:04:072,0.328,0.7594,1.5026
08:17:04:076,0.3208,0.7422,1.5106
08:17:04:080,0.3428,0.739,1.4866
08:17:04:083,0.3644,0.7414,1.453
08:17:04:087,0.3568,0.7446,1.4966
08:17:04:091,0.3132,0.7362,1.5094
08:17:04:095,0.3704,0.7374,1.5006
08:17:04:099,0.3868,0.725,1.4654
08:17:04:103,0.3564,0.7294,1.5426
08:17:04:107,0.3436,0.7114,1.525
08:17:04:111,0.372,0.699,1.5146
08:17:04:115,0.3624,0.7102,1.493
08:17:04:119,0.3348,0.717,1.5154
08:17:04:123,0.3392,0.6998,1.497
08:17:04:126,0.372,0.7058,1.4886
08:17:04:130,0.3632,0.711,1.4834
08:17:04:134,0.3396,0.7354,1.5246
08:17:04:138,0.33,0.7298,1.5206
08:17:04:142,0.36,0.7062,1.507
08:17:04:146,0.3784,0.7086,1.5114
08:17:04:150,0.3472,0.7198,1.5286
08:17:04:154,0.3708,0.7186,1.539
08:17:04:158,0.3724,0.7218,1.4886
08:17:04:162,0.3708,0.7234,1.5286
08:17:04:166,0.3564,0.7562,1.5374
08:17:04:169,0.3756,0.7478,1.5598
08:17:04:173,0.3596,0.7482,1.5682
08:17:04:177,0.3612,0.7502,1.6062
08:17:04:181,0.346,0.755,1.5606
08:17:04:185,0.3784,0.7298,1.5814
08:17:04:189,0.3664,0.7414,1.5606
08:17:04:193,0.3456,0.7546,1.5758
08:17:04:197,0.316,0.7666,1.5754
08:17:04:201,0.36,0.7574,1.531
08:17:04:205,0.3692,0.7602,1.5238
08:17:04:208,0.3256,0.7678,1.5382
08:17:04:212,0.3472,0.7734,1.5162
08:17:04:216,0.386,0.7746,1.5158
08:17:04:220,0.3972,0.7566,1.5398
08:17:04:224,0.3528,0.7854,1.5182
08:17:04:228,0.3764,0.7614,1.5302
08:17:04:232,0.3928,0.7674,1.5134
08:17:04:236,0.3628,0.7498,1.5482
08:17:04:240,0.3476,0.7498,1.521
08:17:04:244,0.3744,0.7574,1.5446
08:17:04:248,0.3576,0.7422,1.5166
08:17:04:251,0.3616,0.7454,1.513
08:17:04:255,0.3676,0.7546,1.461
08:17:04:259,0.3456,0.7614,1.4994
08:17:04:263,0.314,0.7426,1.5094
08:17:04:267,0.3284,0.7326,1.4814
08:17:04:271,0.3592,0.737,1.4706
08:17:04:275,0.374,0.729,1.4726
08:17:04:279,0.3344,0.7238,1.5154
08:17:04:283,0.3544,0.7186,1.4534
08:17:04:287,0.3576,0.7146,1.4762
08:17:04:291,0.346,0.7266,1.4566
08:17:04:294,0.346,0.7086,1.5158
08:17:04:298,0.334,0.7382,1.4522
08:17:04:302,0.3648,0.7306,1.4698
08:17:04:306,0.3444,0.7366,1.4622
08:17:04:310,0.3608,0.725,1.4882
08:17:04:314,0.3636,0.7054,1.4722
08:17:04:318,0.3556,0.729,1.4802
08:17:04:322,0.348,0.7126,1.4702
08:17:04:326,0.3656,0.715,1.491
08:17:04:330,0.3504,0.707,1.5078
08:17:04:333,0.3536,0.7202,1.5506
08:17:04:337,0.3484,0.7326,1.5546
08:17:04:341,0.3536,0.7002,1.567
08:17:04:345,0.3544,0.7262,1.5298
08:17:04:349,0.3636,0.7166,1.5474
08:17:04:353,0.358,0.7166,1.5382
08:17:04:357,0.3616,0.7238,1.5206
08:17:04:361,0.3568,0.7286,1.5318
08:17:04:365,0.3572,0.735,1.545
08:17:04:369,0.3436,0.729,1.5618
08:17:04:373,0.3704,0.719,1.5582
08:17:04:376,0.3736,0.7254,1.5614
08:17:04:380,0.3688,0.7466,1.5498
08:17:04:384,0.354,0.7498,1.5494
08:17:04:388,0.3516,0.7442,1.5494
08:17:04:392,0.3568,0.729,1.5322
08:17:04:396,0.3868,0.729,1.5562
08:17:04:400,0.356,0.7294,1.5422
08:17:04:404,0.354,0.7266,1.5322
08:17:04:408,0.3632,0.7494,1.4794
08:17:04:412,0.3592,0.7602,1.5246
08:17:04:416,0.3704,0.7474,1.5474
08:17:04:419,0.378,0.7638,1.549
08:17:04:423,0.3664,0.769,1.5462
08:17:04:427,0.3604,0.7638,1.5674
08:17:04:431,0.3676,0.7546,1.5322
08:17:04:435,0.376,0.7386,1.5374
08:17:04:439,0.3268,0.7382,1.5458
08:17:04:443,0.328,0.7414,1.5626
08:17:04:447,0.3668,0.7366,1.515
08:17:04:451,0.3512,0.7646,1.5398
08:17:04:455,0.322,0.765,1.5402
08:17:04:458,0.3548,0.7654,1.5146
08:17:04:462,0.3544,0.7666,1.5182
08:17:04:466,0.3312,0.7818,1.5306
08:17:04:470,0.3308,0.7726,1.5102
08:17:04:474,0.3572,0.7718,1.5078
08:17:04:478,0.3792,0.7474,1.5174
08:17:04:482,0.3648,0.7438,1.5222
08:17:04:486,0.34,0.7582,1.4966
08:17:04:490,0.3528,0.7306,1.4938
08:17:04:494,0.3776,0.7298,1.473
08:17:04:498,0.3496,0.7482,1.4638
08:17:04:501,0.3736,0.741,1.4886
08:17:04:505,0.3716,0.7582,1.503
08:17:04:509,0.3512,0.7466,1.5086
08:17:04:513,0.3868,0.7466,1.4966
08:17:04:517,0.3888,0.735,1.5026
08:17:04:521,0.3588,0.7254,1.5422
08:17:04:525,0.3424,0.7382,1.5306
08:17:04:529,0.3448,0.731,1.5186
08:17:04:533,0.3424,0.7334,1.511
08:17:04:537,0.3352,0.723,1.5302
08:17:04:541,0.3296,0.7338,1.545
08:17:04:544,0.3632,0.7218,1.5554
08:17:04:548,0.3812,0.7354,1.5306
08:17:04:552,0.3584,0.7442,1.5402
08:17:04:556,0.3432,0.7646,1.527
08:17:04:560,0.3676,0.7458,1.5538
08:17:04:564,0.3648,0.747,1.513
08:17:04:568,0.3864,0.7466,1.5398
08:17:04:572,0.3472,0.7754,1.5502
08:17:04:576,0.324,0.7706,1.5338
08:17:04:580,0.3808,0.7514,1.523
08:17:04:583,0.3756,0.7506,1.5226
08:17:04:587,0.316,0.785,1.5594
08:17:04:591,0.3224,0.7602,1.5374
08:17:04:595,0.3856,0.7622,1.4942
08:17:04:599,0.3744,0.7458,1.4914
08:17:04:603,0.316,0.759,1.517
08:17:04:607,0.3456,0.7486,1.5058
08:17:04:611,0.3896,0.7458,1.5182
08:17:04:615,0.352,0.7614,1.4978
08:17:04:619,0.3548,0.7618,1.5442
08:17:04:623,0.3756,0.755,1.5442
08:17:04:626,0.3748,0.7502,1.5474
08:17:04:630,0.3604,0.7546,1.5402
08:17:04:634,0.36,0.7574,1.5622
08:17:04:638,0.3424,0.751,1.5166
08:17:04:642,0.3808,0.7582,1.5434
08:17:04:646,0.3488,0.747,1.543
08:17:04:650,0.3804,0.7646,1.517
08:17:04:654,0.3456,0.7758,1.5238
08:17:04:658,0.332,0.7634,1.5026
08:17:04:662,0.3532,0.7694,1.5038
08:17:04:666,0.3672,0.7594,1.4818
08:17:04:669,0.3484,0.7666,1.499
08:17:04:673,0.3424,0.7546,1.4918
08:17:04:677,0.342,0.7674,1.4982
08:17:04:681,0.3384,0.7766,1.491
08:17:04:685,0.3636,0.7698,1.501
08:17:04:689,0.3644,0.7794,1.4938
08:17:04:693,0.3828,0.7866,1.4902
08:17:04:697,0.36,0.7982,1.469
08:17:04:701,0.354,0.7798,1.4882
08:17:04:705,0.3596,0.7826,1.4694
08:17:04:708,0.37,0.7642,1.4874
08:17:04:712,0.3332,0.7938,1.5254
08:17:04:716,0.3132,0.7818,1.5498
08:17:04:720,0.34,0.7802,1.5098
08:17:04:724,0.3628,0.7686,1.5042
08:17:04:728,0.334,0.763,1.5386
08:17:04:732,0.338,0.7562,1.5346
08:17:04:736,0.352,0.769,1.4942
08:17:04:740,0.318,0.7702,1.5266
08:17:04:744,0.334,0.7754,1.5274
08:17:04:748,0.3756,0.7438,1.5406
08:17:04:751,0.3588,0.7574,1.5346
08:17:04:755,0.3548,0.757,1.559
08:17:04:759,0.3616,0.749,1.5118
08:17:04:763,0.3704,0.7362,1.5386
08:17:04:767,0.3488,0.7378,1.5386
08:17:04:771,0.3672,0.7222,1.5298
08:17:04:775,0.3768,0.7218,1.5242
08:17:04:779,0.3468,0.7274,1.5382
08:17:04:783,0.3384,0.729,1.4954
08:17:04:787,0.3548,0.7246,1.529
08:17:04:791,0.3716,0.703,1.4966
08:17:04:794,0.3964,0.707,1.5118
08:17:04:798,0.3616,0.7306,1.4882
08:17:04:802,0.3564,0.7422,1.529
08:17:04:806,0.3412,0.7246,1.5146
08:17:04:810,0.3712,0.721,1.5646
08:17:04:814,0.3708,0.7194,1.5398
08:17:04:818,0.3844,0.7234,1.5518
08:17:04:822,0.3724,0.7138,1.5498
08:17:04:826,0.356,0.7438,1.5086
08:17:04:830,0.378,0.7154,1.5242
08:17:04:833,0.3564,0.7562,1.5294
08:17:04:837,0.3272,0.7546,1.5438
08:17:04:841,0.3576,0.755,1.519
08:17:04:845,0.3596,0.7646,1.5494
08:17:04:849,0.3352,0.7438,1.5242
08:17:04:853,0.3764,0.749,1.5238
08:17:04:857,0.3412,0.7474,1.5158
08:17:04:861,0.3288,0.7674,1.5278
08:17:04:865,0.3484,0.743,1.5054
08:17:04:869,0.354,0.7614,1.5158
08:17:04:873,0.3348,0.7414,1.5094
08:17:04:876,0.3804,0.755,1.4886
08:17:04:880,0.354,0.7598,1.4994
08:17:04:884,0.3472,0.7826,1.4806
